英文文件,英文题号,英文题干,状态,中文来源文件,中文来源题号,中文来源题干,备注
英文版第三章.docx,188,188.When must a United States (U.S.) bank block or reject an international funds transfer when there is an Office of Foreign Assets Control designated party to the transaction?,已一致,第三章.docx,109,109.当存在海外资产控制办公室指定交易方时，什么时候美国银行必须阻止或拒绝国际资金转移?,解析内容已与中文版一致
英文版第三章.docx,189,189.(多选题)One key aspect of the Office of Foreign Assets Control's extraterritorial reach includes the blocking of certain non- United States initiated transactions for or through the United States (U.S.) for benefit of a restricted person or entity.Under which three circumstances are U.S. banks required to block transactions? (Choose three.),已一致,第三章.docx,110,110.(多选题)海外资产控制办公室的境外影响力的一个关键方面包括为禁止受限的海外个人或实体发起的交易，或通过美国方面进行的交易。在哪三种情况下，美国银行需要阻止交易?（选择三个。）,解析内容已与中文版一致
英文版第三章.docx,190,190.A non-Us bank is implementing a sanction compliance program. Which extraterritorial reach of OFAC regulations would matter the most to the foreign bank?,已一致,第三章.docx,112,112.一家非美国银行正在实施一项制裁合规计划。海外资产控制办公室法规的哪种治外法权对该外国银行最为重要?,解析内容已与中文版一致
英文版第三章.docx,191,191.Which test should be included in the sanctions screening audit plan of the bank's Office of Overseas Assets Control?,已一致,第三章.docx,113,113.银行的海外资产控制办公室制裁筛查审计计划中应包括哪项测试?,解析内容已与中文版一致
英文版第三章.docx,192,192.A compliance officer of a FI is reviewing a payment for sanctions compliance between two parties in Europe and Asia. The payment is in Euros and involves the provision of services to a company located in a jurisdiction subject to OFAC secondary sanctions. Which factor is most important in determining the compliance officer's response?,已一致,第三章.docx,104,104.某金融机构的合规官员正在审查欧洲和亚洲的两方之间的一笔付款，以确定是否符合制裁规定。该付款以欧元为单位，涉及向一家位于受海外资产控制办公室次级制裁的管辖区的公司提供服务。在决定合规官员的反应时，哪个因素最重要?,解析内容已与中文版一致
英文版第三章.docx,193,"193.A company that opened an account in a large commercial bank triggered a suspicious transaction report. The investigation shows that a member of the board of directors of the bank is a major shareholder of the company. Further examination shows that the bank has no reasonable explanation for the suspicious behavior, but it cannot confirm whether criminal activities have occurred. Which of the following is the best action plan for the compliance officer?",已一致,第三章.docx,168,168.在大型商业银行开设账户的某公司触发了可疑交易报告。调查显示，该银行的一名董事会成员是该公司的主要股东，进一步审查显示，该银行对可疑行为没有合理的解释，但无法证实是否发生了犯罪活动，以下哪一项是合规官下一步的最佳行动方案?,解析内容已与中文版一致
英文版第三章.docx,194,194.What are the similarities between the Office of Foreign Assets Control (OFAC) and the sanctions imposed by the United Nations?,已一致,第三章.docx,111,111.海外资产控制办公室（OFAC）和联合国实施的制裁之间的相似之处是什么?,解析内容已与中文版一致
英文版第三章.docx,195,195.(多选题)Which of the following must always comply with all OFAC regulations? (Please select three),已一致,第三章.docx,184,184.(多选题)以下哪些人必须始终遵守美国海外资产控制办公室（OFAC）的所有法规?（请选择三个）,解析内容已与中文版一致
英文版第三章.docx,196,196.(多选题)A financial institution's (FI's) compliance officer is developing targeted role specific training for those involved in managing the institution's Correspondent Banking relationships.Which key messages are important to be included in the training to align with the Wolfsberg Group's Principles? (Choose two.),已一致,第三章.docx,66,66.(多选题)金融机构（FI）合规官正在为参与管理该机构代理银行业务关系的人员制定针对性的培训。培训中包含哪些重要信息，以符合沃尔夫斯堡集团的原则?（选择两个）,解析内容已与中文版一致
英文版第三章.docx,197,197.(多选题)(多选题) Which of the following are risk factors a financial institution should examine when onboarding a new corporate customer？（Choose Three.）,已一致,第三章.docx,161,161.(多选题)金融机构在为新的公司客户开户时，应当审查哪些风险因素?（请选择三个）,解析内容已与中文版一致
英文版第三章.docx,198,198.(多选题)(多选题)In which two ways do Financial Action Task Force-style regional bodies influence anti-money laundering and terrorist financing standards within their respective regions? (Choose two.),已一致,第三章.docx,199,199.(多选题)(多选题)金融行动特别工作组风格的区域机构通过哪两种方式影响各自区域内的反洗钱和恐怖主义融资标准?（选择两种）,解析内容已与中文版一致
英文版第三章.docx,199,"199.(多选题)According to the report ""Opportunities and Challenges of New Technologies in AML/CFT"" issued by the Financial Action Task Force (FATF), emerging technologies can help to implement the compliance plan against financial crimes (AFC) at all stages of the customer life cycle. Which of the following technologies are often used by organizations in AFC control? (Please select three)",已一致,第三章.docx,200,200.(多选题)根据金融行动特别工作组(FATF)发布的《新技术在AML/CFT中的机遇与挑战》报告，新兴技术可以帮助在客户生命周期的各阶段实施反金融犯罪(AFC)合规计划。以下哪些是组织在AFC控制中经常使用的技术?(请选择三个),解析内容已与中文版一致
英文版第三章.docx,200,"200.(多选题)The new head of a bank's KYC pays special attention to how to improve the risk management part of its KYC project, and refers to the principle of customer due diligence (CDD) of the Basel Committee. Which of the following options belong to the KYC project optimization measures mentioned in the CDD principles of Basel Committee? (Please select two)",已一致,第三章.docx,201,201.(多选题)一家银行的新任KYC负责人特别关注如何提升其KYC项目的风险管理部分，并参考了巴塞尔委员会(Basel Committee)关于客户尽职调查(CDD)原则。以下哪些选项属于巴塞尔委员会CDD原则中提到的KYC项目优化措施?(请选择两个),解析内容已与中文版一致
英文版第三章.docx,201,201.(多选题)The role of FATF's regional organizations (FSRBs) is: (select three),已一致,第三章.docx,202,202.(多选题)FATF的地区组织(FSRBs)的作用是:(选择三个),解析内容已与中文版一致
英文版第二章.docx,1,"1.Legal or illegal activities involving ""intentional neglect"" and international criminal factors that may lead to suspicious activity reports?",已一致,第二章.docx,97,"97.涉及""有意无视""和国际性犯罪因素，可能引发可疑活动报告的合法或非法活动?",解析内容已与中文版一致
英文版第二章.docx,2,2.Intentional disregard is defined as:,已一致,第二章.docx,98,98.有意无视的定义为:,解析内容已与中文版一致
英文版第二章.docx,3,3.A financial institution（FD） is investigating an alert generated by the automated transaction monitoring system. The AML analyst must determine whether the alert should be escalated for further investigation or archived as a false positive. Which action might be reasonable for theAML analyst to take?,已一致,第二章.docx,99,99.某金融机构（FI）正在调查自动化交易监控系统生成的警报。AML分析师需要决定是否升级该警报进行进一步调查，还是将其归档为误报。在此过程中，AML分析师可以采取哪些合理的行动?,解析内容已与中文版一致
英文版第二章.docx,4,4.An anti-money laundering consultant audits a bank＇s current anti-money laundering policies， procedures and controls. The bank serves high-income， high net-worth clients who include non-residents and off shore businesses. During a review of the custom list， the anti-moneylaundering consultant determines that he and the bank have mutual clients. The bank＇s written anti-money laundering program includes a process for the bank to establish the identity of the person with whom they conduct business， but does not address monitoring of customeraccount activity. The consultant should recommend the bank:,已一致,第二章.docx,101,101.反洗钱顾问审计了一个银行目前反洗钱政策、流程和控制。这个银行为高收入和高净值非居民和离岸客户提供给服务，在审阅客户清单期间，反洗钱顾问确定他和银行有共同客户，该银行的书面反洗钱计划包括一个程序，让银行确定建立与他们开展业务的人身份，但是没有涉及对客户账户活动的监控。这个反洗钱顾问应该建议银行:,解析内容已与中文版一致
英文版第二章.docx,5,5.Which is a key goal of EU Directives on money laundering?,已一致,第二章.docx,1,1.欧盟反洗钱指令的关键目标是什么?,解析内容已与中文版一致
英文版第二章.docx,6,6.Which is a red flag for funds transfers?,已一致,第二章.docx,2,2.资金转移的危险信号是什么?,解析内容已与中文版一致
英文版第二章.docx,7,7.(多选题)Which red flags should be considered prior to establishing a relationship with a third party? (Choose two.),已一致,第二章.docx,3,3.(多选题)在与第三方建立关系之前，应考虑哪些红旗标志?（选择两个）,解析内容已与中文版一致
英文版第二章.docx,8,8.What stage of money laundering is the act of using laundered funds to buy high-value assets and luxury goods?,已一致,第二章.docx,156,156.使用被清洗的资金购买高价值资产和奢侈品的行为属于洗钱的哪一阶段？,解析内容已与中文版一致
英文版第二章.docx,9,9.Which of the following is the financial stage of money laundering?,已一致,第二章.docx,157,157.以下哪一项是洗钱的金融阶段？,解析内容已与中文版一致
英文版第二章.docx,10,10.What is a method of placement that can be used by a money launderer in a deposit taking institution?,已一致,第二章.docx,4,"4.下列哪一种方法是洗钱者可以利用存款机构完成的""处置""意图?",解析内容已与中文版一致
英文版第二章.docx,11,"11.A customer puts high-denomination cash notes into a poker machine at a casino. Without placing any bets, the customer collected winnings in the form of a check from the casino. Which money laundering threats could result from the customer's activities?",已一致,第二章.docx,5,5.一位顾客将高面值的现金纸币放入赌场的扑克机。在没有下注的情况下，该顾客以支票的形式从赌场领取了赢利。该客户的活动可能导致哪些洗钱威胁?,解析内容已与中文版一致
英文版第二章.docx,12,"12.A branch manager for a small community bank has a new customer who deposits four EUR 50,000 checks into one account. Shortly thereafter, the customer goes to another branch and asks to transfer all but EUR 1,500 to three accountsin different foreign jurisdictions.Which suspicious activity should be the focus of the suspicious transaction report?",已一致,第二章.docx,6,6.一家小社区银行的分行经理有一个新客户，他把四个5万欧元的支票存入一个帐户。此后不久，客户转到另一个分行，要求将所有的资金，此外分别转移1500欧元到三个不同的外国管辖区的账户。下列那一条可疑活动应成为可疑交易报告的焦点?,解析内容已与中文版一致
英文版第二章.docx,13,13.What is an example of the integration stage of money laundering involving a bank or another deposit-taking institution?,已一致,第二章.docx,7,7.下列哪一项描述的是通过银行或其它存款机构来进行洗钱的融合阶段?,解析内容已与中文版一致
英文版第二章.docx,14,14.Which of the following is the economic impact of money laundering on the country?,已一致,第二章.docx,158,158.以下何者为洗钱对于国家造成之经济影响？,解析内容已与中文版一致
英文版第二章.docx,15,"15.(多选题)Money laundering has social and economic impacts, especially within developing countries. A high volume of money laundering in a country may:（Choose Two.）",已一致,第二章.docx,159,159.(多选题)【2025真题】洗钱对社会和经济有影响，尤其是在发展中国家。一个国家的洗钱活动规模较大可能会导致以下哪些后果？（请选择两个选项）,解析内容已与中文版一致
英文版第二章.docx,16,16.(多选题)Which economic and social factors could create a dependency on illicit activities and money laundering?（Choose two.）,已一致,第二章.docx,160,160.(多选题)(多选题)哪些经济和社会因素会造成对非法活动和洗钱的依赖？（选择两个）,解析内容已与中文版一致
英文版第二章.docx,17,17.Which is often an indirect consequence of non-compliance with AML laws?,已一致,第二章.docx,161,161.哪一种通常是不遵守反洗钱法律的间接后果？,解析内容已与中文版一致
英文版第二章.docx,18,18.(多选题)Which are social/economic consequences of money laundering? (Choose two.),已一致,第二章.docx,9,9.(多选题)洗钱的社会/经济后果是什么?（选择两个）,解析内容已与中文版一致
英文版第二章.docx,19,19.A compliance analyst is reviewing recent activity between a publicly traded company and a company in a high-risk jurisdiction. Which detail suggests that escalation is warranted?,已一致,第二章.docx,10,10.一名合规分析师正在审查一家上市公司与一家高风险司法管辖区公司之间的近期活动。哪些细节表明有理由升级关注?,解析内容已与中文版一致
英文版第二章.docx,20,20.Which is the most severe consequence for a FI if the regulator finds it is in breach of AML/CFT regulatory obligations?,已一致,第二章.docx,12,12.如果监管机构发现一个金融机构违反了反洗钱/反恐怖融资的监管义务，哪种后果是最严重的?,解析内容已与中文版一致
英文版第二章.docx,21,21.A UK national has accounts with a bank in Belgium， who maintains a branch in New York. The UK national has been recently added and screened against the Office of Foreign Assets Control （OFAC） Specially Designated Nationals and Blocked Persons List. Which action should the Belgian bank take?,已一致,第二章.docx,8,8.一名英国国民在比利时的一家银行有账户，该银行在纽约设有分行。该英国国民最近被列入外国资产控制办公室（OFAC）特别指定国民和被阻止人员名单，并根据该名单进行筛选。比利时银行应该采取哪些行动?,解析内容已与中文版一致
英文版第二章.docx,22,22.A law enforcement agency submits several requests to a FI. Which request is legitimate and requires the bank to respond?,已一致,第二章.docx,13,13.一个执法机构向一个FI提交了几个请求。哪一个请求是合法的，需要银行做出回应?,解析内容已与中文版一致
英文版第二章.docx,23,23.What social/economic consequences may a country without strong predicate crimes and lax prosecution of anti-money laundering cases suffer?,已一致,第二章.docx,14,14.一个没有强有力的上游犯罪并且对反洗钱案件起诉不严的国家可能遭受哪种社会/经济后果?,解析内容已与中文版一致
英文版第二章.docx,24,"24.(多选题)A high-profile, successful entrepreneur has been a client of a Swiss private bank for more than a decade. Recently, the entrepreneur launched a political career, with rather extremist political views. On which grounds can the bank terminate the client's bank relationship? (Choose two.)",已一致,第二章.docx,15,15.(多选题)一位备受瞩目的成功企业家成为一家瑞士私人银行的客户已经超过十年。最近，该企业家开始了政治生涯，其政治观点相当极端。该银行可以根据哪些理由终止该客户的银行关系?(请选择两项。）,解析内容已与中文版一致
英文版第二章.docx,25,25.What reputational risk consequence could a financial entity face for violating AML laws?,已一致,第二章.docx,11,11.金融实体违反反洗钱法可能面临什么声誉风险后果?,解析内容已与中文版一致
英文版第二章.docx,26,26.(多选题)What are two legal risks of having inadequate privacy policies and procedures? (Choose two.),已一致,第二章.docx,16,16.(多选题)隐私政策和程序不完善的两大法律风险是什么?（选择2项）,解析内容已与中文版一致
英文版第二章.docx,27,27.What is a major economic consequence of money laundering through the use of front companies?,已一致,第二章.docx,18,18.下列哪一项是利用空壳公司进行洗钱活动带来的主要经济后果?,解析内容已与中文版一致
英文版第二章.docx,28,28.(多选题)Why do organized crime groups often use front companies? (Choose two).,已一致,第二章.docx,17,17.(多选题)为什么有组织犯罪集团经常使用空壳公司?（选择两个）,解析内容已与中文版一致
英文版第二章.docx,29,29.(多选题)Money laundering can cause which consequences for a FI? (Choose two.),已一致,第二章.docx,19,19.(多选题)洗钱会对金融机构FI造成哪些后果?(选择两个。),解析内容已与中文版一致
英文版第二章.docx,30,30.What actions does FATF call on member countries to take in the most serious situation when the country has major shortcomings in its anti-money laundering strategy?,已一致,第二章.docx,20,20.当国家存在重大的反洗钱战略缺陷时，FATF呼吁成员国在最严重的情况下采取哪些行动?,解析内容已与中文版一致
英文版第二章.docx,31,31.(多选题)What are two sources for maintaining up-to-date sanctions information? (Choose two.),已一致,第二章.docx,21,21.(多选题)有哪两种资源确保可获得最新的制裁信息（选择两项）,解析内容已与中文版一致
英文版第二章.docx,32,32.Which action does the Financial Action Task Force (FATF) recommend be taken against jurisdictions that have strategic deficiencies?,已一致,第二章.docx,23,23.金融行动特别工作组对于存在战略缺陷的司法管辖区有何建议?,解析内容已与中文版一致
英文版第二章.docx,33,33.(多选题)What are the reasons why organized criminal groups often use shell companies? (Choose two),已一致,第二章.docx,24,24.(多选题)哪些是有组织犯罪集团经常使用空壳公司的原因?(选择两个。),解析内容已与中文版一致
英文版第二章.docx,34,34.Judgment: The reason why the organization is punished by the competent authority must be financial crimes.,已一致,第二章.docx,162,162.(判断题)组织受主管机关裁罚原因一定是金融犯罪,解析内容已与中文版一致
英文版第二章.docx,35,"35.Why adopt the ""risk-based money laundering prevention method""?",已一致,第二章.docx,163,163.为何采用“风险为本的防制洗钱方法”？,解析内容已与中文版一致
英文版第二章.docx,36,"36.A credit institution received a preliminary investigation report, which pointed out that there was a major deviation in its anti-money laundering (AL) obligations, and said that the institution might face the risk of the bank license being cancelled. Which of the following institutions may have published this report?",已一致,第二章.docx,164,164.一家信用机构收到了一份初步调查报告，该报告指出其在反洗钱（AL）义务方面存在重大偏差，并表示该机构可能面临银行牌照被辙销的风险。以下哪个机构可能发布了这份报告？,解析内容已与中文版一致
英文版第二章.docx,37,37.(多选题)Privacy and data protection restrictions placed upon financial institutions （FIs）in the EU require that FIs must:（Choose Tw0.）（1分）,已一致,第二章.docx,165,165.(多选题)(多选题)欧盟（EU）针对金融机构（FIs）实施的隐私和数据保护限制要求金融机构必须：（请选择两个）,解析内容已与中文版一致
英文版第二章.docx,38,38.Which piece of information identified by customer screening would be the most likely reason to trigger consideration of exiting business relationship with a customer because of financial crime concerns?,已一致,第二章.docx,166,166.在客户筛查过程中，以下哪一类信息最有可能因涉及金融犯罪问题，而促使金融机构考虑终止与该客户的业务关系？,解析内容已与中文版一致
英文版第二章.docx,39,"39.AU.S. bank recently received a regulatory order to remediate its AML programs, which included several violations of law. What degree of accountability is it possible for the bank's senior management and employees to face?",已一致,第二章.docx,167,167.一家美国银行因违反AML规定，收到监管机构的整改命令，要求改进其反洗钱（AL）合规计划。在这种情况下，该银行的高级管理层和员工可能面临何种责任？,解析内容已与中文版一致
英文版第二章.docx,40,40.(多选题)Which measures help limit the collection and use of personal data when performing AML-related controls?（choose two）,已一致,第二章.docx,168,168.(多选题)(多选题)在执行反洗钱（AML）相关控制时，哪些措施有助于限制个人数据的收集和使用？（选择两项）,解析内容已与中文版一致
英文版第二章.docx,41,41.(多选题)Which of the following are key AML measures that a regulated asset management company in the European Union(EU）should implement?（Choose Two.）,已一致,第二章.docx,169,169.(多选题)(多选题)欧盟（EU）受监管的资产管理公司应实施以下哪些关键反洗钱（AML）措施？（请选择两个选项）,解析内容已与中文版一致
英文版第二章.docx,42,42.(多选题)A newly appointed senior money laundering reporting officer （MLRO）at a digital bank has been instructed to implement an effective AML transaction monitoring system. What are important considerations for selecting and implementing the AML system?（Choose TWO.）[1分],已一致,第二章.docx,170,170.(多选题)(多选题)一家数字银行新任命的高级反洗钱报告官（MLRO）被指示实施一个有效的AML交易监测系统。在选择和实施该AML系统时，哪些是重要的考虑因素？（请选择两个选项）,解析内容已与中文版一致
英文版第二章.docx,43,43.A financial institution opens a mortgage loan for a customer. During a subsequent internal review of the loan，it was noted that the appraisal used to support the loan was performed by an appraiser who was not on the institution＇s approved appraiser list. This exception wasapproved by the senior loan underwriter. The reviewer， who had examined other loans from the same general area，noted that the value on the loan appeared significantly higher than on other comparable properties. Which of the following should the anti-money laundering specialist recommend next?,已一致,第二章.docx,171,171.金融机构为客户开立抵押贷款。在随后对贷款进行的内部审查中，注意到用于支持贷款的评估是由不在该机构核准评估师名单上的评估师进行的。该例外情况已由高级贷款承销商批准。审查员审查了同一地区的其他贷款，指出贷款价值明显高于其他可比资产。反洗钱专家接下来应该推荐以下哪一项做法？,解析内容已与中文版一致
英文版第二章.docx,44,44.What are the regulatory risks to a bank employee who willfully violates anti-money laundering laws?,已一致,第二章.docx,26,26.下列哪一项是银行从业人员故意违反反洗钱法律法规所面临的监管风险?,解析内容已与中文版一致
英文版第二章.docx,45,45.(多选题)What are two risks to institutions for violating anti-money laundering laws as demonstrated by the 2012 HSBC settlement with United States authorities? (Choose two.),已一致,第二章.docx,172,172.(多选题)2012年汇丰银行和美国监管签署和解令，体现了机构违反相关反洗钱法律法规的两大风险是什么？（选择两个）,解析内容已与中文版一致
英文版第二章.docx,46,46.(多选题)Following a recent exercise which explained how a correspondent banking operation could be used by money launderers， an anti-money laundering specialist decided to re-write the due diligence procedures for entering into agreements with foreign financial institutions. Which of the following information should be included to establish a rigorous＂Know Your Respondent＂ procedure?（Choose Three）,已一致,第二章.docx,102,"102.(多选题)在最近一次解释洗钱者如何利用代理银行业务的演习之后，一名反洗钱专家决定重新编写与外国金融机构签订协议的尽职调查程序。为建立严格的""了解您的代理行""程序，应包括以下哪些信息?（选择三个选项）",解析内容已与中文版一致
英文版第二章.docx,47,47.(多选题)Which entities require due diligence when the correspondent banking client is not controlled by its parent? (Choose two.),已一致,第二章.docx,27,27.(多选题)当代理银行客户不受其母公司控制时，哪些实体需要做尽职调查?（选择两个）,解析内容已与中文版一致
英文版第二章.docx,48,48.Which product type is subject to U.S. extra-jurisdictional reach over non-U.S. banks and non-U.S. persons under the USA PATRIOT Act?,已一致,第二章.docx,28,28.根据《美国爱国者法案》，哪种业务类型受美国对非美国银行和非美国人的司法管辖权之外的影响?,解析内容已与中文版一致
英文版第二章.docx,49,49.Why should financial institutions be required to update their anti-money laundering risk assessment?,已一致,第二章.docx,29,29.为什么金融机构应要求更新其反洗钱风险评估?,解析内容已与中文版一致
英文版第二章.docx,50,"50.What is a ""nested transaction""?",已一致,第二章.docx,143,143.什么是“巢状交易”？,解析内容已与中文版一致
英文版第二章.docx,51,51.How does the remittance account expose the correspondent bank to the risk of money laundering?,已一致,第二章.docx,144,144.通汇账户如何致使代理银行面临洗钱风险？,解析内容已与中文版一致
英文版第二章.docx,52,52.Which of the following policies is necessary for Huitong Banking to ensure a sound framework for preventing money laundering/combating terrorist financing?,已一致,第二章.docx,145,145.以下何者为通汇银行业务必须有的政策，以确保稳健的防制洗钱/打击资助恐怖主义活动架构?,解析内容已与中文版一致
英文版第二章.docx,53,"53.Which of the following options is correct? When the remittance account belongs to any of the following situations, the remittance banking business is most likely to become a channel for money laundering:",已一致,第二章.docx,146,146.下列选项中，哪一项是正确的？当通汇帐户属于下列哪种情况时，通汇银行业务最容易成为洗钱的管道：,解析内容已与中文版一致
英文版第二章.docx,54,54.How do private banking relationships make organizations vulnerable to money laundering?,已一致,第二章.docx,147,147.私人银行业务关系如何使组织容易受到洗钱的风险？,解析内容已与中文版一致
英文版第二章.docx,55,55.A government has instituted new anti-money laundering laws which require all financial institutions to obtain certain information from its customers.Which step should an institution located in this jurisdiction take to ensure compliance?,已一致,第二章.docx,30,30.政府制定了新的反洗钱法，要求所有金融机构从客户那里获得某些信息。为了确保遵守，位于该管辖区的机构应采取哪些步骤:,解析内容已与中文版一致
英文版第二章.docx,56,56.Private investment companies are potentially vulnerable to money laundering because:,已一致,第二章.docx,148,148.私人投资公司有可能受到洗钱活动的影响，因为：,解析内容已与中文版一致
英文版第二章.docx,57,"57.(多选题)A company service provider in country A established a company structure for a customer in country B, which is famous for corruption. The company structure includes a holding company in country A, where an international bank has a bank account. During the employment period, the customer's wealth was estimated at 7.52 million dollars. Shortly thereafter, the client's father became the president of country B. Two years later, in a routine customer review, it was found that the customer's wealth had grown to $510 million. What are the two red flags indicating money laundering or financial terrorism? (Choose two. )",已一致,第二章.docx,31,31.(多选题)A国的一个公司服务提供商为B国的一个客户建立了一个公司结构，B国以腐败著称。该公司结构包括一个在A国的控股公司，在那里的一家国际银行有一个银行账户。在入职期间，该客户的财富估计为752万美元。此后不久，客户的父亲成为B国的总统。两年后，在一次例行的客户审查中，发现客户的财富已经增长到5.1亿美元。什么是表明洗钱或金融恐怖主义的两面红旗标志?(选择两个。),解析内容已与中文版一致
英文版第二章.docx,58,"58.While conducting a review of a medium-risk customer, an analyst noted that a newly added authorized signatory is a foreign politically exposed person (PEP). Which is the appropriate next step for the analyst to take?",已覆盖,第二章.docx,32,32.在对一个中等风险客户进行审查时，分析员注意到一个新增加的授权签字人是一个外国政治公众人物（PEP）。该分析员下一步应该采取什么措施?,按题干、选项和答案确认对应后覆盖
英文版第二章.docx,59,59.The owner of a local retail store makes multiple deposits daily at a bank. When the owner makes these deposits， it is noted that he goes to different tellers （cashiers）. The deposits consist of cash in amounts less than the currency reporting threshold. Which of the following best describes this activity?,已一致,第二章.docx,149,149.当地一家零售店的老板每天在一个银行存好几笔钱，当零售店的老板进行存款时，注意到他去不同的柜员进行存款，存款包括现金，金额低于现金报告的门槛，下面哪项最好的描述了这个活动？,解析内容已与中文版一致
英文版第二章.docx,60,60.Which is an example of structuring with regards to money laundering?,已一致,第二章.docx,150,150.哪一个是关于洗钱的拆分示例？,解析内容已与中文版一致
英文版第二章.docx,61,61.How can money launderers use decentralized transactions to avoid triggering threshold transaction reporting requirements?,已一致,第二章.docx,151,151.洗钱人士如何利用分散交易，避免触发门槛交易呈报要求？,解析内容已与中文版一致
英文版第二章.docx,62,62.Which of the following customer activities poses the highest risk of money laundering?,已一致,第二章.docx,152,152.下列哪项客户活动有最高的洗钱风险？,解析内容已与中文版一致
英文版第二章.docx,63,63.One of the red flags of micro structuring is:,已一致,第二章.docx,33,33.微型拆分的一个危险信号是:,解析内容已与中文版一致
英文版第二章.docx,64,64.Upon filing a suspicious transaction report， which of the following elements should be the highest anti-money laundering priority in making the decision to keep the account open?,已一致,第二章.docx,153,153.提交可疑交易报告后，若决定保持账户开放，以下哪项应是反洗钱的最高优先考虑事项？,解析内容已与中文版一致
英文版第二章.docx,65,65.An anti-money laundering expert is hired by a new Internet bank to assess the money laundering threat to the bank. Because it is an on line bank the most important recommendation for the expert to make is that the bank?,已一致,第二章.docx,103,103.一家新成立的互联网银行聘请了一位反洗钱专家来评估该银行面临的洗钱威胁，如果是互联网银行，专家最重要的建议是什么?,解析内容已与中文版一致
英文版第二章.docx,66,66.What actions should the money service industry take to avoid violating the bank secrecy law?,已一致,第二章.docx,104,104.货币服务业应采取哪些行动，以免违反银行保密法?,解析内容已与中文版一致
英文版第二章.docx,67,67.An existing customer at a bank has recently expanded its services to provide check cashing for its customers.Which factor indicates the bank should terminate this relationship?,已一致,第二章.docx,34,34.一家银行的现有客户最近扩大了其服务，为客户提供支票兑现。哪些因素表明银行应该终止这种关系?,解析内容已与中文版一致
英文版第二章.docx,68,"68.A long-term client of an insurance company makes changes to a policy that require payment of an additional lump sum. The amount payable is high, though within the client's means based on the KYC information collected. The payment is made via a company in another jurisdiction that is known to have lax AML controls. Which indicator of suspicious activity is present?",已一致,第二章.docx,35,"35.某保险公司的一个长期客户对保单进行了修改，需要支付一笔额外的费用。应付的金额很高，尽管根据收集到的""了解你的客户""信息，这也在客户的能力范围之内。付款是通过另一个司法管辖区的公司进行的，而这个司法管辖区的反洗钱控制是不严格的。存在哪种可疑活动的指标?",解析内容已与中文版一致
英文版第二章.docx,69,69.Which aspect of the monetary service industry will increase the risk of financial crimes?,已一致,第二章.docx,105,105.货币服务业的哪个方面会提高金融犯罪风险?,解析内容已与中文版一致
英文版第二章.docx,70,70.(多选题)A company contracts a life insurance policy with a savings feature of 100，000 USD for an individual in a high-risk country. The policy receives monthly cash deposits from unknown third parties. A minimal part of the deposit is invested and the rest is withdrawn by the end of the month. Which are the circumstances to consider as a risk for money laundering? （Choose Two.,已一致,第二章.docx,106,106.(多选题)一家公司为高风险国家的个人签订了一份具有10万美元储蓄功能的人寿保险。该保单每月从不知名的第三方收取现金存款。存款的一小部分被投资，其余部分在月底前提取。哪些情况可以被视为洗钱风险?（选择两个）,解析内容已与中文版一致
英文版第二章.docx,71,71.Which customer action would an insurance company consider to be a red flag for money laundering?,已一致,第二章.docx,36,36.保险公司认为哪些客户行为是洗钱的危险信号?,解析内容已与中文版一致
英文版第二章.docx,72,72.How can a 'free-look provision' as part of a life insurance policy help criminals to launder money?,已一致,第二章.docx,37,"37.人寿保险中的""犹豫期条款""是如何作为洗钱手段的""帮凶""的?",解析内容已与中文版一致
英文版第二章.docx,73,73.A customer has borrowed the cash surrender value of their life insurance policies. Which requires a further investigation and filing of the SAR/STR?,已一致,第二章.docx,38,38.一个客户贷款贷了他们的人寿保险单的现金退保价值。哪种情况需要进一步的调查，并抛出SAR/STR?,解析内容已与中文版一致
英文版第二章.docx,74,74.Which insurance product is particularly vulnerable to money laundering?,已一致,第二章.docx,39,39.下列哪一种保险产品是最容易被洗钱分子利用的?,解析内容已与中文版一致
英文版第二章.docx,75,75.The compliance officer of an insurance company is reviewing the recent trading behavior of some clients. Which of the following is the most obvious indication of money laundering risk?,已一致,第二章.docx,40,40.一家保险公司的合规负责人正在查阅近期一些客户的交易行为。下列哪一项最为明显的预示着存在洗钱风险?,解析内容已与中文版一致
英文版第二章.docx,76,76.Which of the following can promote money laundering through securities and brokerage dealers?,已一致,第二章.docx,107,107.以下何者可透过证券与经纪经销商促成洗钱?,解析内容已与中文版一致
英文版第二章.docx,77,"77.A law enforcement action alleged that, over the course of two months, defendants engaged in a series of copper, gold, crude oil, and natural gas futures transactions on an electronic trading platform. One defendant repeatedly bought future contracts at low prices from another party and immediately sold them back at higher prices, effectively ensuring that one defendant made profits while the other took losses, even though there was no actual market risk involved. What is the name of this typology?",已一致,第二章.docx,108,108.某执法行动指控，被告在两个月内通过电子交易平台进行了一系列铜、黄金、原油和天然气期货交易。其中，一名被告反复以低价从另一方购买期货合约，然后立即以更高价格卖回，确保其中一名被告获得利润，而另一方承担损失，但整个交易过程中并无实际市场风险。这种交易类型被称为什么?,解析内容已与中文版一致
英文版第二章.docx,78,78.What is the term for trading through multiple accounts， where an individual generates offsetting profits and losses and transfers of positions through accounts that do not appear to be commonly controlled?,已一致,第二章.docx,109,109.通过多个账户来生成盈亏抵消，并在表面上不受共同管理的账户间转移仓未，在证券行业这样的洗钱交易方式叫什么?,解析内容已与中文版一致
