current_question_number,mapping_source_file,mapping_source_number,mapping_confidence,mapping_status,option_mapping,mapping_reason,proposed_question,proposed_A,proposed_B,proposed_C,proposed_D,proposed_E,proposed_F,current_answer,chinese_answer,proposed_answer,change_type,answer_analysis_risk,agent_notes
38,第五章.docx,33,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"An institution has made the decision to exit a client relationship due to anti-money laundering concerns. Prior to starting the close out process,the institution receives a written request from a law enforcement agency to keep the account open. The client is the subject of an ongoing investigation and law enforcement wants the institution to continue to monitor the account and report any suspicious activity.What is a primary consideration the institution should keep in mind when deciding whether to agree to this request?",The anticipated cost of complying with the law enforcement request,The number of suspicious transaction reports previously filed on the client,The fact that the institution has a solid record in complying with law enforcement requests,Whether the institution can continue to meet its regulatory obligations with the accounts open,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
39,第五章.docx,1,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What two steps should a financial institution take when accepting a law enforcement request to keep an account open that may be associated with suspicious or criminal activities? (Choose 2.),Submit a suspicious transaction report to the account owner.,Maintain account records for at least five years after the request expires.,Request law enforcement agencies to ask for the definition of time limit in writing,Because law enforcement agencies will monitor accounts and stop executing suspicious transaction reports.,,,BC,BC,BC,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
40,第五章.docx,35,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What is true regarding disclosure to a law enforcement agency by a financial institution of the supporting documentation for a suspicious transaction report?,Documentation must be provided as quickly as possible using email,The financial institution may notify the account holder of the request,Confirm that the request originated from a representative of the law enforcement agency,A copy of all the documentation released must also be provided to the account holder's attorney,,,C,C,C,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
41,第五章.docx,36,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"A law enforcement agency is reviewing a suspicious transaction report (STR) filed by a financial institution for suspicious activity on a client's account. Subsequently,the agency requests further information. Which supporting documentation might the law enforcement agency request from the institution to facilitate its investigation?",Previously filed STRs on the same customer,Account opening documents and account statements,Copies of promotional materials sent to the customer,A copy of the institution's STR policy and procedures,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
42,第五章.docx,37,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,A law enforcement official calls a bank inquiring about a customer who is currently under investigation. The law enforcement official requests information about the customer.How should the bank respond?,Confirm the customer is either a current or former customer,Inform the board of directors before responding to the request,Provide the requested information to help aid in the investigation,Request a formal letter be submitted to verify the validity of the request,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
43,第五章.docx,34,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"Client A is flagged for a high volume of outgoing transfers. Further investigation reveals Client A has a potentially key role in a network linked to human trafficking. After filing a suspicious activity report,what step should the investigator take next?",Prepare a summary for senior management recommending client off-boarding.,Inform other local financial institutions about the client so they can halt potential services.,Contact the Federal Bureau of Investigation (FBI) to communicate the investigation findings.,Restrain or block the client's account(s) until law enforcement makes an arrest.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
44,第五章.docx,38,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"A customer has held an account at a bank and has lived locally for over 25 years. Historically he has come into the bank monthly to deposit a $$1,500 retirement check from the company where he worked. He is well known at the bank and often brings the staff cookies. Over the past four months,he has come into the bank every Monday,Wednesday,and Thursday to make $$3,000 cash deposits into his account. A review of his account shows that an $8,500 check made out to cash clears his account each week. The bank has decided to file a suspicious transaction report (STR).What is the important fact to include in the STR?",The recent change in the timing of deposits and withdrawals in the account,The customer's work history and the amount of his monthly retirement check,The fact that the account holder is well known to the bank staff,The fact that the customer has lived in the area and has banked at this bank for 25 years,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
45,第五章.docx,83,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,The Head of Compliance was informed by external auditors of a finding that indicates an element of AML policy failed to comply with the regulatory requirement. Which action should the Head of Compliance take next?,Make necessary updates to AML policy documents.,Inform the compliance team about the finding.,Agree immediately and provide corrective actions.,Submit a corrective action plan with a target timeline.,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
46,第五章.docx,39,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"A law enforcement agent is conducting an investigation into a possible money laundering event. During the investigation,the officer will use:?",The follow the money approach.,Confirmed evidence obtained from financial intelligence units.,A process to identify suspicious activity.,A risk-based approach alert generating system.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
47,第五章.docx,40,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,The compliance department receives an internal referral that appears to indicate terrorist financing. What is the first step that should be taken in the investigation process?,Exit the relationship,Gather background and transaction information,Immediately file a SAR/STR,Notify the Board of Directors,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
48,第五章.docx,41,中,待人工确认,A→A;B→B;C→C;D→D;E→E,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Law enforcement is confidentially investigating 20 individuals suspected of belonging to a criminal network allegedly involved in laundering tens of millions of euros for cybercriminals.Which actions need to be taken by the AML Specialist at a bank upon learning the alert? (Choose 2.),Respond to law enforcement that their request without a judicial order would breach the bank's GDPR duty with respect to its clients,Report findings back to law enforcement only if they are of any significance,Send out an email to all of the bank's client advisors to request information on any of the individuals,Involve the bank's legal and compliance function to address the gravity of the matter,Perform a search on the bank's client data platform to determine if the bank has had any business with the named individuals,,DE,DE,DE,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
49,第五章.docx,42,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"A client opens a bank account for a multi-level marketing company. The debits and credits of the account are numerous and very involved. Further,there are a lot of international transactions. Also,funds are being funneled from the company to the client's personal account in another jurisdiction.Which two steps should law enforcement take in investigating this matter? (Choose 2.)",Determine who are the signatories on the account,Ask the bank for the history of this multi-level marketing company,Examine the flow of money from the company to the individual in an effort to determine if it is legitimate,Examine possible Suspicious Activity Report information received from the local Financial Intelligence Units,,,CD,CD,CD,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
50,第五章.docx,88,中,待人工确认,A→A;B→B;C→C;D→D;E→E,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"A bank is preparing for a regulatory exam after a previous regulatory exam identified weaknesses in its AML program. Since the last exam,the bank has:Improved its written AML program Hired an experienced AML compliance officer Demonstrated a stronger culture of compliance Focused on clearing its transaction monitoring case backlog and enhancing its sanctions screening program Which of the following are correct? (Choose TWO.)(1分) (Choose 2.)",The bank is likely to face secondary sanctions from global financial institutions despite addressing many of the previous concerns.,The bank is protected from reputational risk arising from any regulatory action because regulatory orders must remain confidential.,The bank may face the risk of regulatory orders to remediate its AML program despite addressing many of the previous concerns.,The bank may face civil or criminal penalties if it is unable to demonstrate sustained improvement in addressing the previous concerns.,Regulators may require bank boards to publicly disclose the corrective actions taken to mitigate reputational risk.,,CD,CD,CD,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
51,第五章.docx,43,中,待人工确认,A→A;B→B;C→C;D→D;E→E,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"A financial institution (FI) is being investigated for possible money laundering. When cooperating with law enforcement agencies,which additional steps should theFI ensure are taken? (Choose 2.)",Centralized control is maintained over all requests and responses to ensure completeness and timely responses.,"Make employees,including corporate officers,unavailable for interviews and refuse documents upon receipt of a subpoena.",Subpoenas and other information requests should be reviewed by senior management and an investigations group or counsel.,Address the document destruction policy to ensure the relevant documents are destroyed.,"Inquiries from the media are not answered directly,but rather are addressed by replying,""No comment.""",,AC,AC,AC,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
52,第五章.docx,44,中,待人工确认,A→A;B→B;C→C;D→D;E→E,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,The AML compliance officer of a financial institution (FI) has been advised that the institution is being investigated by the country's financial intelligence unit (FIU). What should the AML compliance officer do? (Choose 2.),Monitor the progress of the investigation by keeping clear records.,Share investigation results with other FIs to help them prepare.,Send an informative communication to all employees about the investigation.,Provide all information to the FIU as soon as possible to avoid delays.,Inform senior leadership and the board of the investigation.,,DE,DE,DE,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
53,第五章.docx,45,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,A compliance officer at a financial institution (FI) received an investigation request for a customer from a local law enforcement agency. The compliance officer informs the senior management team. Which action should be taken by the FI?,Obtain approval from the Financial Intelligence Unit (FIU) before submitting the customer's information.,Omit some responses to meet the regulatory deadline.,Assign employees responsible for the customer to the investigation team.,"Consider retaining qualified,experienced legal counsel.",,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
54,第五章.docx,46,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,The board of directors receives notice from the primary regulator of the bank that potentially suspicious activity has been identified and the bank president appears to be involved. The Board asks the compliance officer for advice.Which action should the compliance officer take when informed?,Destroy all records relating to the matter,Insist on the president's immediate resignation,Inform the bank's legal counsel and follow their instructions,Inform the president of the regulator's suspicions and ask for his advice,,,C,C,C,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
55,第五章.docx,47,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,A law enforcement agency is conducting an investigation on a FI. How should the FI respond to the law enforcement agency's requests?,Share information about the investigation with analysts so they are aware,Address all requests completely and in a timely manner,Disregard requests when there is a justifiable reason for doing so,Delay responses by informing senior management of requests,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
56,第五章.docx,48,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Law enforcement submitted a request to a bank for information regarding one of its customers. How should the bank respond according to Financial Action Task Force Guidance?,Provide all information requested to support the investigation,Ensure that the request will not violate any local privacy regulations or legislation,Ensure the information is necessary to the investigation before responding to the request,Contact the customer informing the person of the investigation to ensure the bank provides correct information,,,C,C,C,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
57,第五章.docx,49,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,A law enforcement agent calls a bank anti-money laundering investigator for supporting information about a suspicious transaction report that was filed the previous month.How should the investigator respond?,Refer the agent to the bank's compliance officer,Send the information to an address provided by the agent,Share the requested information during the telephone call,Require a search warrant before releasing the information,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
58,第五章.docx,50,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Law enforcement is conducting an investigation of a FI and has submitted an overly broad and unduly intrusive request.Which is a FIs most appropriate response?,Contest the request with the company's board of directors and key senior management.,Delay a response until all documents can be gathered regardless of the duration.,Narrow the request through a prompt response to the law enforcement agency.,Ignore the request due to the unacceptable volume of information contained within.,,,C,C,C,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
59,第五章.docx,112,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,An internal investigation log is primarily intended to:?,Provide training on investigations to the anti-money laundering officer and Financial Intelligence Unit.,Track the status of investigations into unusual activity.,Report status of investigations to the Board of Directors.,Detect and monitor possible suspicious activity.,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
60,第五章.docx,51,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which two factors assist a money laundering investigation that involves multiple countries? (Choose 2.),Law enforcement and other authorities should have access to financial information that is pertinent to the investigation every country should share all their information with foreign law enforcement and government authorities to facilitate rapid investigations.,Every country should share all their information with foreign law enforcement and government authorities to facilitate rapid investigations.,Law enforcement and other authorities should be allowed to establish and utilize joint investigative teams with law enforcement in other countries.,Law enforcement and other authorities should not expedite information sharing between countries to ensure that all information is provided at the same time to avoid premature conclusions.,,,AC,AC,AC,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
61,第五章.docx,52,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,It is suggested that FI should respond to the requirements of law enforcement agencies by:?,Handing over documents protected by lawyer-client privilege,There is an audit trail system to produce the required documents.,Freeze the confirmed accounts immediately,Training all staff to enable them to respond to subpoenas.,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
62,第五章.docx,91,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"When financial institutions respond to formal criminal investigations by law enforcement agencies,what is the main purpose of requiring all information to be centralized through a unified channel?",Ensure that information detrimental to financial institutions will not be released.,"Ensure that the reply is timely and complete,and the financial institution keeps a complete record of the information provided.",Ensure that employees of the institution do not disclose information that may violate customers' privacy rights.,Ensure that one person can fully and completely report the investigation progress to the board of directors.,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
63,第五章.docx,92,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,What three ways are suggested to respond to the investigation by law enforcement agencies? (Choose 3.),Try to cooperate with law enforcement agencies in the investigation,"Respond to all formal requests for information as quickly and thoroughly as possible,unless you can and raise well-founded objections.",Ensure that all written and oral communications are centralized in and out through a unified channel.,"Reject all inquiries and requests as much as possible,and protect information from unreasonable disclosure.",,,ABC,ABC,ABC,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
64,第五章.docx,53,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which location provides a law enforcement investigator the best opportunity for a productive investigative interview of a suspect?,The residence of the suspect,The office or work location of the suspect,A neutral location such as a coffee shop or restaurant,An interview room in the offices of a law enforcement agency,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
65,第五章.docx,93,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"If they don't have enough control mechanism to identify and reduce high-risk activities,what kind of financial crime risks may they face?",The board of directors was sued,Personal responsibility,Revocation of license,"Fines,fines",,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
66,第五章.docx,95,中,待人工确认,A→A;B→B;C→C;D→D;E→E,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which of the below statements are supported by the Financial Action Task Force (FATF)40 Recommendations adopted in 2012? (Choose 2.),Regulators should direct Financial Institutions to establish appropriate frameworks to avoid banking higher-risk customers.,Nations should work towards implementing targeted financial sanctions in alignment with the UN Security Council.,Nations should establish frameworks that take a risk-based approach to prevent and mitigate money laundering and terrorist financing.,Governments must work toward developing identical administrative and operational frameworks for investigating and prosecuting crime.,Nations should take measures to ensure there is transparency to the beneficial ownership of legal persons.,,BC,BC,BC,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
67,第五章.docx,61,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"According to the Financial Action Task Force,financial institutions should be required to implement:?",Independent anti-money laundering plan to ensure privacy and safeguard confidential information.,Procedures for designating a senior official to ensure the secure exchange of information for anti-money laundering and terrorist financing purposes.,Special procedures for encrypting information exchanged with affiliated institutions and branches.,"Group-wide plan,including policies and procedures related to anti-money laundering.",,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
68,第五章.docx,57,中,待人工确认,A→A;B→B;C→C;D→D;E→E,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which three measures are contained in Financial Action Task Force 40 Recommendations for reporting suspicious activity? (Choose 3.),The activity should be reported promptly to the country's financial intelligence unit.,The financial institution has been contracted by law enforcement regarding the activity.,The financial institution has grounds to believe the activity is related to terrorist financing.,The financial institution has contacted the account holder to determine the activity of the account.,The financial institution has reasonable grounds to suspect the funds are proceeds of criminal activity.,,ACE,ACE,ACE,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
69,第五章.docx,55,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,FATF recommends the incorporation of some measures in customer due diligence (CDD) programs including:?,Conducting the risk assessment of products and services.,Conducting ongoing due diligence on the business relationship and monitoring of transactions.,Identifying the products and services and their suitability to customers.,Identifying the number of beneficial owners without the verification of their true identity.,,,B,B,B,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
70,第五章.docx,58,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,"An incoming urgent international wire transfer in U.S. dollars has been identified by the sanctions screening team. The transaction is a large rounded amount and the name of the beneficiary is `North Korean Cigars Company` with an address in an industrial zone in Tianjin,China.Which action should the sanctions team take?",Hold the transaction and investigate the company before releasing the funds,Block the transaction immediately because it contains a reference to North Korea,Call the correspondent bank and ask if it has performed due diligence on the originator,Release the transaction so that the Chinese correspondent bank will not be negatively impacted,,,A,A,A,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
71,第五章.docx,59,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which action should financial institutions with cross border correspondent banking activity be required to perform according to the Financial Action Task Force 40 Recommendations?,Gather a list of their politically exposed customers,Identify natural persons who own or control more than5%,Obtain senior management approval before establishing the relationship,Obtain a third party independent review of the respondent's anti-money laundering program,,,C,C,C,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
72,第五章.docx,56,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which statement is true regarding the FATF standards for SARs/STRs information sharing within a financial group?,FIs must retain copies of SARs/STRs and supporting documentation for five years from the date of filing the STRs.,FIs cannot share customer information at all since it is confidential.,Financial institutions (FIs) should establish sufficient safeguards concerning the confidentiality of information shared for AML purposes.,FIs must require approval from regulators to share SARs/STRs information and supporting documentation.,,,C,C,C,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
73,第五章.docx,54,中,待人工确认,A→A;B→B;C→C;D→D,候选中文题与英文题干、选项数量及标签顺序一致；本底稿尚未完成逐项语义复核，保留为人工确认项。,Which type of sanctions are most likely to be used in order to avoid escalating violent conflicts and/or proliferation of weapons?,Financial prohibitions,Export and import restrictions,Arms and related materials embargo,Asset freeze,,,D,D,D,英文标点、空格、大小写和术语清理；语义逐项复核待人工完成,中：第五章代理审核未完成；当前答案保留，需人工核对题干、选项语义及答案。,服务限流导致章节代理未能完成。本底稿仅基于现有候选中文题和原英文做保守语言清理，不重构语义；人工确认后方可用于后台。
