"current_question_number","mapping_source_file","mapping_source_number","mapping_confidence","mapping_status","option_mapping","mapping_reason","proposed_question","proposed_A","proposed_B","proposed_C","proposed_D","proposed_E","proposed_F","current_answer","chinese_answer","proposed_answer","change_type","answer_analysis_risk","agent_notes"
"48","第二章.docx","28","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Under the USA PATRIOT Act, which product subjects non-U.S. banks and non-U.S. persons to U.S. extraterritorial jurisdiction?","Commercial lending","Trade finance","Private banking","Correspondent banking","","","D","D","D","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"49","第二章.docx","29","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Why should financial institutions update their AML risk assessments?","To determine information-sharing risks arising from changes at the financial institution.","To meet law enforcement requirements when reporting suspicious activity.","To ensure that the financial institution remains aligned with the board-approved strategic plan.","To ensure that the institution's exposure to money laundering and other illicit financial activity is accurately reflected.","","","D","D","D","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"50","第二章.docx","143","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","What is nesting in correspondent banking?","A correspondent bank provides upstream correspondent services to other financial institutions.","A respondent bank provides downstream correspondent services to other financial institutions through its own correspondent account.","A bank shares many customers with other local banks.","A customer maintains accounts at several local banks.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"51","第二章.docx","144","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","How can a payable-through account (PTA) expose a correspondent bank to money laundering risk?","The PTA may be used by a respondent bank that has not established adequate due diligence requirements.","Numbered checks may be used to identify the relevant subaccounts and their owners.","Subaccount holders may have direct access to funds in the correspondent account.","The PTA may be used by subaccount holders that are multinational financial institutions.","","","C","C","C","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"52","第二章.docx","145","低","待人工确认","A→A;B→B;C→C;D→D","题干及A、B、D选项与中文第二章第145题一致；英文原文C为空，本审核表依据该中文同题补译C，但原英文缺项仍需人工确认。","Which policy is necessary for correspondent banking to maintain a sound AML/CFT framework?","Provide employees with practical guidance for identifying the ultimate beneficial owners of respondent banks.","Conduct adequate oversight of respondent banks and their AML/CFT frameworks.","Authorize the respondent bank to terminate relationships with high-risk correspondent banking customers.","Require respondent banks to notify the correspondent bank compliance officer of red flags before taking action.","","","B","B","B","术语统一、机器翻译改写与语言润色；含人工确认项","中：原英文选项C缺失；现已依据中文同题补译以便审核执行，当前及建议答案B不变。","proposed_C依据已核对的中文第二章第145题补译；保持低置信和待人工确认，后台修改前应再次核对权威原题。"
"53","第二章.docx","146","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","In which situation is a correspondent account most likely to be used as a money laundering channel?","The account is maintained for a foreign financial institution, such as a bank.","The account does not provide services directly to third parties.","The account is maintained for a foreign bank that has no physical presence in any country.","The account is maintained for a publicly listed foreign private bank authorized to act as an intermediary.","","","C","C","C","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"54","第二章.docx","147","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","How do private banking relationships make organizations vulnerable to money laundering?","Low compliance requirements","Due diligence is usually not required.","Highly confidential","day trading","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"55","第二章.docx","30","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A government has instituted new anti-money laundering laws which require all financial institutions to obtain certain information from its customers. Which step should an institution located in this jurisdiction take to ensure compliance?","Change procedures to require that the necessary information is obtained","Change procedures and systems as necessary and provide employee training","Send a notice to customers asking them to provide the necessary information","Change systems to ensure the required information is automatically obtained from all customers","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"56","第二章.docx","148","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Private investment companies are potentially vulnerable to money laundering because:","they are shell companies formed to maintain a client's confidentiality.","it can be difficult to identify the people who are the ultimate beneficial owners.","they transact shares that are not traded on a stock exchange.","they exist in offshore jurisdictions with tight secrecy laws to protect the privacy of their owner(s).","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"57","第二章.docx","31","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A company service provider in Country A establishes a corporate structure for a customer from Country B, a country known for corruption. The structure includes a holding company in Country A with an account at an international bank. At onboarding, the customer is estimated to have wealth of USD 7.52 million. Soon afterward, the customer's father becomes president of Country B. Two years later, a periodic review finds that the customer's wealth has increased to USD 510 million. Which two factors are red flags for money laundering or terrorist financing? (Choose two.)","the customer's account has not been examined for two years.","The client comes from a country famous for corruption.","The customer is a family member of PEP from a country famous for corruption.","a substantial increase in wealth in a short period of time.","the holding company is in country A and has a bank account with an international bank.","","CD","CD","CD","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"58","第二章.docx","32","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","While conducting a review of a medium-risk customer, an analyst noted that a newly added authorized signatory is a foreign politically exposed person (PEP). Which is the appropriate next step for the analyst to take?","Review beneficial ownership to finalize the risk category of the customer.","Remove the PEP as the authorized signatory.","Re-categorize the customer as high-risk.","Categorize the authorized PEP signatory as high-risk.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"59","第二章.docx","149","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","The owner of a local retail store makes multiple deposits daily at a bank. When the owner makes these deposits, it is noted that he goes to different tellers (cashiers). The deposits consist of cash in amounts less than the currency reporting threshold. Which of the following best describes this activity?","layering","structuring","integration","commingling","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"60","第二章.docx","150","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which is an example of structuring with regards to money laundering?","A person uses the hawala system to transfer 10,000 USD from Australia to a family member in China.","A person deposits 100,000 USD in cash at a bank.","A person deposits substantial sums of currency into a number of local branches by making several cash transactions of less than 10,000 USD.","A person deposits a large amount of more than 100,000 USD in cash and transfers it to another person's account.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"61","第二章.docx","151","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","How can money launderers use structuring to avoid threshold transaction reporting requirements?","Split deposits and withdrawals into smaller amounts below the reporting threshold.","Transfer funds to overseas accounts immediately after depositing them.","Make deposits over an extended period.","Move funds only through jurisdictions without mandatory currency transaction reporting.","","","A","A","A","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"62","第二章.docx","152","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following customer activities poses the highest risk of money laundering?","Transferring funds to pay for flight training lessons.","Paying a supplier of precious metals at regular quarterly intervals.","Making multiple cash deposits slightly below a required reporting limit.","Conducting business in a country that represents a high risk of money laundering.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"63","第二章.docx","33","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following is a red flag for micro-structuring?","Deposits of sequentially numbered checks.","Check deposits followed by ATM withdrawals using a debit card at retail locations.","A single transaction in an account immediately after the account is opened.","Frequent visits to make small cash deposits.","","","D","D","D","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"64","第二章.docx","153","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Upon filing a suspicious transaction report, which of the following elements should be the highest anti-money laundering priority in making the decision to keep the account open?","Financial impact on the institution if the account is closed.","Procedures to ascertain the potential risk to the organization.","Additional Administrative costs of monitoring the account.","Total number of accounts the institution closed in the last month.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"65","第二章.docx","103","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An anti-money laundering expert is hired by a new Internet bank to assess the money laundering threat to the bank. Because it is an online bank the most important recommendation for the expert to make is that the bank?","limit the amount which can be processed per transaction","ensure that prospective new customers can be properly identified.","set up automated programs to analyze transaction for money laundering activity.","ensure that a firewall is set up to protect the transactions.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"66","第二章.docx","104","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","What action should a money services business (MSB) take to avoid violating the Bank Secrecy Act (BSA)?","Ensure that the BSA/AML department directly notifies everyone and develop policies that increase profitability and customer anonymity.","Develop and maintain an AML program appropriate for the MSB's location, size, nature, and transaction volume.","Allow customers to control what information is provided to the MSB and how long it is retained.","Develop and maintain an AML program based only on the overall staffing, financial resources, and risk profile of the MSB.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"67","第二章.docx","34","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An existing customer at a bank has recently expanded its services to provide check cashing for its customers. Which factor indicates the bank should terminate this relationship?","The bank has not updated its automated monitoring system.","The business has no previous experience with this service.","The business has not updated its anticipated activity with the bank.","The business is now a money services business and has not registered with FinCEN.","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"68","第二章.docx","35","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A long-term client of an insurance company makes changes to a policy that require payment of an additional lump sum. The amount payable is high, though within the client's means based on the KYC information collected. The payment is made via a company in another jurisdiction that is known to have lax AML controls. Which indicator of suspicious activity is present?","The payment was made via a company that appears to be owned and controlled by the client being insured.","The additional premium payable appears to be within the client's means based on the KYC information collected.","The payment was made via a company in a jurisdiction known to have lax AML controls.","A long-term client wants a change to a policy that is already in force.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"69","第二章.docx","105","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which characteristic of the money services business (MSB) sector increases financial crime risk?","Relatively small scale","License required","There are more modern systems than banks","Serving areas with limited access to traditional banking services.","","","D","D","D","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"70","第二章.docx","106","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A company contracts a life insurance policy with a savings feature of 100, 000 USD for an individual in a high-risk country. The policy receives monthly cash deposits from unknown third parties. A minimal part of the deposit is invested and the rest is withdrawn by the end of the month. Which are the circumstances to consider as a risk for money laundering? (Choose Two.","The regular withdrawals from the policy by the end of the month","Unidentified third parties depositing cash to the policy","A company established in a high-risk country contracting a policy for a domestic individual","A policy for an amount of 100,000 USD is to be considered high and suspicious","A life insurance policy with a savings feature for a national from a high-risk country","","AB","AB","AB","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"71","第二章.docx","36","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which customer action would an insurance company consider to be a red flag for money laundering?","Concern over the cancellation of the policy","Lack of concern about the cost of the policy","Repayments are consistent with the source of income","Identifying beneficiaries of the policy","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"72","第二章.docx","37","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","How can a 'free-look provision' as part of a life insurance policy help criminals to launder money?","A policy owner can decide how to pay the premium within a pre-defined period.","A policy owner is able to terminate the contract without penalties such as surrender charges.","A policy owner has freedom to decide who the beneficiary of the policy will be and can in this way move money to a related third party.","A policy owner has freedom to decide who the beneficiary of the policy will be and can in this way move money to an unrelated third party.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"73","第二章.docx","38","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A customer has borrowed against the cash surrender value of a life insurance policy. Which subsequent activity warrants further investigation and the filing of a SAR/STR?","The customer uses multiple currency equivalents from different sources to pay the monthly life insurance policy premiums.","The customer cancels the insurance contract without concern for the penalties after the money is borrowed.","The customer has paid the monthly life insurance policy premiums with cash.","The customer directs the payment of the money borrowed to an unrelated third party.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"74","第二章.docx","39","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which insurance product is particularly vulnerable to money laundering?","Annuity","Collateral","Casualty","Regulated pension","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"75","第二章.docx","40","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An insurance company compliance officer is reviewing recent customer activity. Which activity most clearly indicates money laundering risk?","A life insurance policyholder pays quarterly premiums using drafts from two different banks","A policyholder from a high-risk area recently purchased property insurance for a property","A company with multiple branches recently purchased individual group life insurance for each branch","A customer and an international charity that primarily provides health and safety services establish a USD 100,000 charitable annuity contract.","","","A","A","A","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"76","第二章.docx","107","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which practice can facilitate money laundering through securities dealers and broker-dealers?","buying and selling shares through the same broker","Revealing ownership of proceeds","Wash trading.","Delays in reporting by third parties","","","C","C","C","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"77","第二章.docx","108","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A law enforcement action alleged that, over the course of two months, defendants engaged in a series of copper, gold, crude oil, and natural gas futures transactions on an electronic trading platform. One defendant repeatedly bought future contracts at low prices from another party and immediately sold them back at higher prices, effectively ensuring that one defendant made profits while the other took losses, even though there was no actual market risk involved. What is the name of this typology?","Short position","Reverse flip","Wash trading","Bid-ask spread","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"78","第二章.docx","109","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","What is the term for trading through multiple apparently unrelated accounts to generate offsetting profits and losses and transfer positions between the accounts?","Ponzi scheme","Market manipulation","Matched trading","Wash trading","","","D","D","D","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"79","第二章.docx","41","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A new customer has just been onboarded in a securities firm. After a few weeks, there are unusual trading patterns that are being flagged. Which pattern is most concerning to the compliance officer?","The customer accumulates securities of a low volume counter in small increments on a weekly basis.","The customer engages in large trading in securities that are liquid or highly priced from the trading account.","The customer receives many incoming wire transfers from related parties to the trading account.","The customer's repeated trading in securities that are low priced and low volume counters.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"80","第二章.docx","43","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A potential client calls a broker-dealer wishing to purchase securities. The client does not appear to be concerned with any fees associated with the account or price of the securities. Further information provided by the potential client indicates the individual may have relatives working for a company in which the potential client wants to invest. Which type of activity is the potential client attempting to commit?","Transfer of value to relatives","Usage as a deposit account","Usage of insider information","Transfer funds to a third-party","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"81","第二章.docx","44","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An analyst for a broker-dealer finds a client has been systematically purchasing securities at a high price but selling the same securities only when the price falls. Which type of activity is this trading pattern indicative of?","The account is being used as a depository account.","The client is potentially transferring value from one party to another.","The account is being used for cuckoo smurfing.","The client has potential insider knowledge.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"82","第二章.docx","45","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","What factors unique to the securities industry increase the risk of money laundering? (Choose two.)","The practice of brokerage firms acting as nominees to safeguard securities","The complexity of securities business","Speed of transactions","Contact with sanctioned countries","Add specific guidance for departments","","AC","AC","AC","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"83","第二章.docx","42","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which trading pattern may be indicative of money laundering in capital markets?","Free of payment asset transfer","Remittance of a round dollar amount","Trading on an account","Transacting with multiple counterparties","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"84","第二章.docx","46","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","What are two reasons physical certificates present a money laundering risk to broker-dealers? (Choose two.)","The trade information on a physical certificate can be easily altered","Physical certificates do not expire and may be held by the owner for perpetuity","There is little information readily available to the broker confirming the source of the funds","Physical certificates may be provided to nominees for deposit or settled in off-market transaction","","","CD","CD","CD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"85","第二章.docx","47","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which are red-flag indicators of possible money laundering through online gambling? (Choose two.)","The player is identified as a Politically Exposed Person (PEP).","The player opens several accounts under the same name using different IP addresses.","The customer uses their credit card to fund an online gambling account.","The player deposits small amounts of funds into their online gambling account.","The customer logs on to the account from multiple countries.","","AE","AE","AE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"86","第二章.docx","110","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Tom, a compliance specialist at ABC Bank, is reviewing the activity of Mr. Brown, the owner of a check-cashing business. Mr. Brown has made no cash withdrawals against check deposits during the past six months and has deposited two USD 2,000 casino checks. Customer records also show that he asked about fees and commissions when opening the account. Which fact should concern Tom most?","Mr. Brown deposited a check from the casino.","Mr. Brown has not withdrawn cash against the deposited checks.","Mr. Brown asked for information about commissions and renewal fees.","Mr. Brown has no escrow account.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"87","第二章.docx","154","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which online gambling scheme involves placing bets with deposited funds and colluding with other players to obscure the money's origin?","Concealment","Coordinated betting","Player-to-player transfers","Chip dumping","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"88","第二章.docx","111","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which suspicious activity may be the strongest indicator of money laundering through a casino?","A privately held company originates funds transfers through the casino into the betting accounts of multiple patrons.","A patron routinely places multiple bets on the same sporting events.","A patron purchases a large amount of chips at a blackjack table using cash.","A patron requests the casino to transfer their winnings to another gambling operator.","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"89","第二章.docx","112","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following is the main reason Internet gambling is an ideal web-based money laundering method?","Ease of connection and low subscription rate with major Internet service providers.","High credibility of gambling websites.","Ability to transfer value across jurisdictions.","Large number of offshore websites located in known high-crime areas.","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"90","第二章.docx","113","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which situation is the highest risk for money laundering and terrorist financing activity?","A customer purchases casino chips, using small denomination bank notes, but does not engage in game play before redeeming the chips for a casino check","A customer purchases casino chips and engages in significant game play before requesting a casino check for the remainder","A customer purchases casino chips using a credit card and engages in minimal game play before redeeming the chips for a casino check","A customer purchases casino chips using credit from an account at an affiliated casino and engages in significant game play before redeeming the chips for a check","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"91","第二章.docx","48","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following are the most suspicious transaction indicators related to casino activities? (choose three)","A client requests a winnings check (cheque) in a third party's name.","Acquaintances bet against each other in even-money games and it appears they are intentionally losing to one of the parties.","A new client who is a large volume player asks the casino operator about the ability to transfer the funds to other locations in the same country.","A client requests the transfer of winnings to the bank account of a third party in a country without an effective anti-money laundering regime.","","","ABD","ABD","ABD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"92","第二章.docx","49","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Three people entered a casino and bought chips worth $20,000 in cash. The three men played a game with $200 chips, then combined their funds and asked for a casino check. What is the potential red flag of indirect money laundering?","Three people engage in minimum gambling, combine their funds and ask for a casino check for the submitted chips.","three people bought chips worth $20,000 and asked to write a casino check for the remaining chips.","The trio gambled with chips worth $200 before asking for a refund.","The three men bought chips in cash and started gambling.","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"93","第二章.docx","50","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A US casino customer has won 55,518 USD. The customer goes to the casino cashier cage to execute some transactions. Which transactions are an indicator of money laundering? (Choose two.)","The customer requests the cashing out of the winnings in checks under 10,000 USD.","The customer transfers 50,000 USD to another personal bank account located in the customer's resident country.","The customer requests the cashing out of the winnings in a single check.","The customer transfers 100,000 USD to another personal bank account located outside the customer's resident country.","The customer transfers all the winnings to another personal bank account located outside the customer's resident country.","","AD","AD","AD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"94","第二章.docx","52","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A compliance officer for a casino may suspect money laundering if an individual:","invokes reporting requirements through a lump sum payment.","refers to casino associates by their first name.","purchases a low volume of chips with cash and turns them in for a casino check.","requests to have winnings transferred to a bank account of a third party.","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
