question_id,option,judgement,is_correct_answer,evidence_status,candidate_exam_point_ids,evidence_card_ids,evidence_scope,question_focus,option_text,option_claim,explanation,common_trap,needs_teacher_review,teacher_review_reason
2.1_18,B,correct,True,direct,cep_00013,"ch2s_00096,ch2s_00095",ch2-plus-v6-except,空壳公司洗钱对经济体系的影响,弱化本来存在的合法公司,利用空壳公司洗钱会弱化本来存在的合法公司。,标准答案判定该选项正确。教材明确指出，利用空壳公司或前台公司洗钱会使其拥有大量非法资金，可通过补贴以低于市场价销售，获得不公平竞争优势，导致合法企业难以竞争，从而弱化合法公司。这是洗钱活动带来的主要经济后果之一。,学生可能只关注空壳公司的隐蔽功能，而忽略其对市场竞争秩序的扭曲效应。,False,
2.1_18,C,incorrect,False,indirect,,"ch2s_00095,ch2s_00096",ch2-plus-v6-except,空壳公司洗钱对经济体系的影响,建立更有竞争性的定价体系,利用空壳公司洗钱有助于建立更有竞争性的定价体系。,标准答案判定该选项错误。教材指出洗钱公司利用非法资金补贴产品，以远低于市场价销售，获得不公平竞争优势，这扭曲了正常的市场竞争和定价机制，而非建立更有竞争性的定价体系。,学生可能误以为低价销售意味着竞争性定价，但忽略了这种低价是基于非法资金补贴的不公平竞争，实际上破坏了健康的定价体系。,False,
2.1_18,D,incorrect,False,none,,,ch2-plus-v6-except,空壳公司洗钱对经济体系的影响,在洗钱公司和合法公司之间建立相应的管理体系,利用空壳公司洗钱会在洗钱公司和合法公司之间建立相应的管理体系。,标准答案判定该选项错误。候选教材句卡中没有任何内容提及利用空壳公司洗钱会在洗钱公司和合法公司之间建立管理体系。相反，教材强调空壳公司用于隐藏、混淆和制造假象，其交易复杂不透明，不会建立规范的管理体系。证据不足，无法直接支撑判断，但基于标准答案判定为错误。,学生可能误以为洗钱活动会形成某种管理体系，但教材表明洗钱活动本质是隐蔽和欺骗，不会建立规范的管理体系。,False,
2.1_19,A,correct,True,direct,cep_00014,"ch2s_00148,ch2s_00147",ch2-plus-v6-except,洗钱对金融机构造成的后果,盈利业务的减少或损失,洗钱活动会导致金融机构盈利业务减少或损失,选项A正确。教材句卡ch2s_00148和ch2s_00147均直接指出洗钱的负面影响包括“盈利业务的流失”，与选项A“盈利业务的减少或损失”表述一致，属于洗钱对金融机构的直接后果。,学生可能误以为洗钱只会带来监管罚款等直接财务损失，而忽略声誉风险导致的客户流失和业务机会丧失等间接盈利损失。,False,
2.1_19,B,incorrect,False,direct,,"ch2s_00150,ch2s_00162",ch2-plus-v6-except,洗钱对金融机构造成的后果,代理银行设施的增加,洗钱会导致金融机构代理银行设施增加,选项B错误。教材句卡ch2s_00150明确指出洗钱的负面影响包括“代理银行业务被终止”，ch2s_00162也说明经营风险损失常因代理银行业务减少或终止所致。洗钱风险会导致代理行关系因合规风险而减少或终止（去风险化），而非增加。,学生可能误以为洗钱活动会增加金融机构的业务量，但实际上洗钱风险会导致代理银行关系被终止或减少，即“去风险化”现象。,False,
2.1_19,C,incorrect,False,none,,,ch2-plus-v6-except,洗钱对金融机构造成的后果,雇员人数减少,洗钱会导致金融机构雇员人数减少,选项C错误。候选教材句卡中无直接证据表明洗钱会导致金融机构雇员人数减少。相反，洗钱风险通常迫使金融机构增加合规投入和人员配置以应对监管要求。标准答案未包含C，判断为错误选项。,学生可能认为洗钱丑闻会导致业务萎缩进而裁员，但教材更强调洗钱带来的合规成本增加和人员投入需求。,False,
2.1_19,D,incorrect,False,none,,,ch2-plus-v6-except,洗钱对金融机构造成的后果,公司税的增加,洗钱会导致金融机构公司税增加,选项D错误。候选教材句卡中无任何证据表明洗钱会导致金融机构公司税增加。洗钱的直接财务后果主要是调查费用、罚款、资产扣押等，而非税务负担增加。标准答案未包含D，判断为错误选项。,学生可能混淆洗钱导致的财务后果类型，将罚款与税务混为一谈。洗钱带来的直接财务损失是监管罚款和调查费用，而非公司税。,False,
2.1_19,E,correct,True,direct,cep_00015,"ch2s_00151,ch2s_00166",ch2-plus-v6-except,洗钱对金融机构造成的后果,调查费用和罚金的增加,洗钱会导致金融机构调查费用和罚金增加,选项E正确。教材句卡ch2s_00151直接指出洗钱的负面影响包括“调查费用和罚款”，ch2s_00166也说明监管调查会导致成本增加和罚金。这些是洗钱给金融机构带来的直接财务后果。,学生可能忽略调查费用这一项，只关注罚款。实际上洗钱调查本身也会产生高昂的法律和合规成本。,False,
2.1_2,A,incorrect,False,none,,,ch2-plus-v6-except,资金转移中的危险信号（红旗标志）识别,从相关行业的实体收到大量小额的资金转移,从相关行业的实体收到大量小额的资金转移属于危险信号,标准答案判定选项A为错误，即“从相关行业的实体收到大量小额的资金转移”不被视为资金转移的危险信号。然而，在候选教材句卡中，未找到任何直接列举或定义资金转移危险信号的原文，也没有明确排除该情形的表述。现有句卡多为案例或泛化描述，无法直接支撑或反驳该选项。基于标准答案进行判断，但证据缺口明显。,学生可能误以为只要是大量小额资金转移就一定是危险信号，但教材可能强调需结合业务目的不符、与客户历史交易不符等条件。,False,
2.1_2,B,correct,True,direct,cep_00016,"v6x_02315,v6x_02484",ch2-plus-v6-except,资金转移中的危险信号（红旗标志）识别,资金转账重复发送给同一受益人，与业务目的不符,资金转账重复发送给同一受益人且与业务目的不符属于危险信号,标准答案判定选项B为正确。候选教材句卡v6x_02315明确指出交易与业务目的不符是危险信号，v6x_02484指出向同一受益人电汇资金是危险信号。两者结合，直接支撑“资金转账重复发送给同一受益人，与业务目的不符”属于危险信号的判断。,学生可能忽略“与业务目的不符”这一关键限定条件，误以为所有重复转账都是危险信号。,False,
2.1_2,C,incorrect,False,direct,,"v6x_02919,ch2s_01575",ch2-plus-v6-except,资金转移中的危险信号（红旗标志）识别,资金转移是重复性的，符合预期模式,资金转移是重复性的且符合预期模式属于危险信号,标准答案判定选项C为错误。候选教材句卡v6x_02919明确指出，符合预期模式的交易被视为正常交易，用于判断正常活动，而非危险信号。因此，重复性且符合预期模式的资金转移不构成危险信号。,学生可能将“重复性”本身视为危险信号，而忽略了“符合预期模式”这一排除条件。危险信号通常是与正常模式存在偏差的交易。,False,
2.1_2,D,incorrect,False,indirect,,"v6x_02313,ch2s_00270",ch2-plus-v6-except,资金转移中的危险信号（红旗标志）识别,资金转移到已知同行业内位于风险地区的供应商发起人,资金转移到已知同行业内位于风险地区的供应商发起人属于危险信号,标准答案判定选项D为错误。候选教材句卡v6x_02313和ch2s_00270均指出，涉及高风险地区的资金转移只有在缺乏明显业务理由或与客户历史交易不符时才构成危险信号。选项D中“已知同行业内”的供应商发起人可能具有合理业务理由，因此该情形本身不必然构成危险信号。证据为间接支撑，但足以说明教材规则。,学生容易将“风险地区”与“危险信号”直接划等号，而忽略了业务合理性这一关键判断标准。,False,
2.1_20,A,correct,True,direct,cep_00017,"v6x_00294,ch2s_00140",ch2-plus-v6-except,FATF在成员国存在重大反洗钱战略缺陷时呼吁采取的最严厉行动,采取应对措施,当国家存在重大的反洗钱战略缺陷时，FATF在最严重的情况下呼吁成员国采取应对措施。,选项A正确。教材句卡v6x_00294明确指出，FATF在列明存在严重战略缺陷的司法管辖区时，呼吁成员国在最严重情况下采取应对措施。ch2s_00140也佐证了FATF呼吁采取应对措施的做法。,学生可能将'增强尽职调查'与'应对措施'混淆，认为两者是不同层级的要求。实际上，增强尽职调查是常规要求，而应对措施是在最严重情况下采取的更严厉行动。,False,
2.1_20,B,incorrect,False,indirect,,"v6x_00294,ch2s_00140",ch2-plus-v6-except,FATF在成员国存在重大反洗钱战略缺陷时呼吁采取的最严厉行动,消除所有的金融交易,当国家存在重大的反洗钱战略缺陷时，FATF在最严重的情况下呼吁成员国消除所有的金融交易。,选项B错误。教材明确指出FATF在最严重情况下呼吁的是'应对措施'，如增强尽职调查，而非'消除所有的金融交易'。后者是一种全面切断金融往来的极端措施，教材中无此表述，也不符合FATF的实践。,学生可能误以为'最严重情况'意味着采取最极端的措施，如全面禁止金融交易。实际上，FATF的应对措施是分级的，旨在施加压力而非完全切断经济联系。,False,
2.1_20,C,incorrect,False,indirect,,"v6x_00294,ch2s_00140",ch2-plus-v6-except,FATF在成员国存在重大反洗钱战略缺陷时呼吁采取的最严厉行动,报告高风险的交易,当国家存在重大的反洗钱战略缺陷时，FATF在最严重的情况下呼吁成员国报告高风险的交易。,选项C错误。报告高风险交易是金融机构的一般性反洗钱义务，并非FATF在成员国存在重大战略缺陷时在最严重情况下特别呼吁的行动。教材明确最严重情况下的行动是'应对措施'。,学生可能将'报告高风险交易'与'应对措施'混淆，认为报告高风险交易本身就是一种应对措施。实际上，应对措施是FATF针对存在战略缺陷的司法管辖区所呼吁的特定行动，而报告高风险交易是普遍适用的合规要求。,False,
2.1_20,D,incorrect,False,indirect,,"v6x_00294,v6x_00655",ch2-plus-v6-except,FATF在成员国存在重大反洗钱战略缺陷时呼吁采取的最严厉行动,有助于相互评估,当国家存在重大的反洗钱战略缺陷时，FATF在最严重的情况下呼吁成员国采取有助于相互评估的行动。,选项D错误。相互评估是FATF的常规评估程序，用于评估成员国对建议的遵守情况，而非FATF在成员国存在重大战略缺陷时在最严重情况下呼吁采取的行动。教材明确最严重情况下的行动是'应对措施'。,学生可能将'相互评估'与'应对措施'混淆，认为相互评估本身就是一种应对措施。实际上，相互评估是FATF的常规监督机制，而应对措施是针对存在严重战略缺陷的司法管辖区的特定行动呼吁。,False,
2.1_21,A,incorrect,False,indirect,,"v6x_02621,v6x_02622",ch2-plus-v6-except,制裁信息来源与更新机制,美国联邦调查局的国家安全信件,美国联邦调查局的国家安全信件是获取最新制裁信息的可靠资源,选项A错误。国家安全信函是FBI在调查中秘密获取特定对象信息的工具，并非公开、定期发布制裁信息的资源。教材句卡显示其具有保密性，且用途是调查而非信息发布。,学生可能因国家安全信函与《爱国者法案》相关，而误认为其是制裁信息来源。实际上，它是执法调查工具，而非制裁名单或信息的发布渠道。,False,
2.1_21,B,correct,True,direct,cep_00018,"v6x_01138,ch2s_00134",ch2-plus-v6-except,制裁信息来源与更新机制,美国财政部海外资产控制办公室,美国财政部海外资产控制办公室是获取最新制裁信息的可靠资源,选项B正确。OFAC是美国财政部下属机构，负责管理和执行制裁，并定期发布制裁名单，是获取最新制裁信息的可靠资源。,,False,
2.1_21,C,correct,True,direct,cep_00019,"v6x_00973,v6x_00953",ch2-plus-v6-except,制裁信息来源与更新机制,美国财政部爱国者法案中311条中特别措施,美国财政部爱国者法案中311条特别措施是获取最新制裁信息的可靠资源,选项C正确。《爱国者法案》第311条特别措施授权美国财政部认定“首要洗钱关注对象”并采取特别措施，这些认定和措施是制裁体系的重要组成部分，提供了最新的制裁相关信息。,学生可能将第311条特别措施仅视为一种执法权力，而忽略其作为制裁信息发布和更新渠道的功能。,False,
2.1_21,D,incorrect,False,indirect,,"ch2s_00139,ch2s_00140",ch2-plus-v6-except,制裁信息来源与更新机制,FATF高风险地区和非合作司法地区,FATF高风险地区和非合作司法地区是获取最新制裁信息的可靠资源,选项D错误。FATF是制定反洗钱/反恐融资标准的政府间组织，其高风险和非合作司法管辖区名单是针对制度缺陷的合规评估，并非制裁名单。FATF本身不实施制裁，其名单不能直接等同于获取最新制裁信息的资源。,学生容易混淆FATF的高风险地区名单与制裁名单，误认为FATF名单也是制裁信息。实际上，FATF是标准制定机构，不是制裁执行机构。,False,
2.1_22,A,correct,True,direct,cep_00020,"v6x_01032,v6x_01033",ch2-plus-v6-except,美国爱国者法案下金融机构对海外代理账户的记录保留义务,识别各外国银行所有者的记录,美国金融机构如有海外代理账户，必须保留能识别各外国银行所有者的记录,选项A正确。根据美国爱国者法案第319(b)条及相关实施要求，为外国银行维护代理账户的美国金融机构必须保留能识别该外国银行所有者的记录。教材句卡v6x_01032直接引用了这一要求：必须保留在外国银行拥有25%控股权的所有人的身份记录。这完全符合选项A的表述。,学生可能误以为代理账户记录保留仅涉及交易记录或可疑活动报告，而忽略了对外国银行所有者身份的识别和记录义务。,False,
2.1_22,B,incorrect,False,direct,,"v6x_01005,v6x_01026",ch2-plus-v6-except,美国爱国者法案下金融机构对海外代理账户的记录保留义务,第314（B）节与外国代理账户相关的信息共享结果,美国金融机构如有海外代理账户，必须保留第314(b)节与外国代理账户相关的信息共享结果,选项B错误。第314(b)条规定的信息共享是自愿制度，并非强制性要求。美国爱国者法案中关于海外代理账户记录保留的强制要求来自第319(b)条，而非第314(b)条。因此，金融机构没有义务必须保留第314(b)节的信息共享结果。,学生容易混淆爱国者法案中不同条款的功能：第314(b)条是自愿信息共享机制，第319(b)条才是海外代理账户的强制记录保留要求。,False,
2.1_22,C,incorrect,False,none,,,ch2-plus-v6-except,美国爱国者法案下金融机构对海外代理账户的记录保留义务,购买涉及外国代理账户的3000美元或以上的货币工具,美国金融机构如有海外代理账户，必须保留购买涉及外国代理账户的3000美元或以上货币工具的记录,选项C错误。在候选教材句卡中，未找到任何关于海外代理账户必须保留3000美元或以上货币工具购买记录的直接规定。教材中关于海外代理账户记录保留的明确要求是保留外国银行所有者的身份记录和注册代理人名称，而非货币工具购买记录。货币工具购买记录保留可能属于一般性《银行保密法》要求，但并非专门针对海外代理账户的特别要求。,学生可能将一般性的货币工具购买记录保留要求（如3000美元以上现金购买货币工具的记录保留）与海外代理账户的专门记录保留要求混淆。,False,
2.1_22,D,incorrect,False,none,,,ch2-plus-v6-except,美国爱国者法案下金融机构对海外代理账户的记录保留义务,提交的可疑活动报告和涉及外国代理账户的证明文件,美国金融机构如有海外代理账户，必须保留提交的可疑活动报告和涉及外国代理账户的证明文件,选项D错误。虽然金融机构确实需要保留可疑活动报告及其证明文件，但这是《银行保密法》的一般性记录保留要求，适用于所有账户类型，而非美国爱国者法案专门针对海外代理账户设定的特别记录保留要求。爱国者法案对海外代理账户的特别记录保留要求是识别外国银行所有者的身份记录。,学生容易将一般性反洗钱记录保留要求（如SAR保留）与爱国者法案针对海外代理账户的专门记录保留要求混淆。题目问的是爱国者法案对海外代理账户的特定要求。,False,
2.1_23,A,incorrect,False,indirect,,v6x_00294,ch2-plus-v6-except,金融行动特别工作组（FATF）对存在战略缺陷的司法管辖区的建议措施,开展尽职调查,FATF建议对存在战略缺陷的司法管辖区开展尽职调查,标准答案B为'争取防范应对措施'。选项A'开展尽职调查'是FATF呼吁其成员国对存在战略缺陷的司法管辖区采取的措施，而非对存在战略缺陷的司法管辖区本身的建议。教材句卡v6x_00294显示FATF呼吁成员国采取增强尽职调查，但未表明这是对缺陷司法管辖区的直接建议。因此A不正确。,学生容易混淆FATF对成员国的建议与对存在战略缺陷的司法管辖区的建议，误以为'开展尽职调查'是FATF对缺陷司法管辖区的直接要求。,False,
2.1_23,B,correct,True,direct,cep_00021,"v6x_00294,ch2s_00139,ch2s_00140",ch2-plus-v6-except,金融行动特别工作组（FATF）对存在战略缺陷的司法管辖区的建议措施,争取防范应对措施,FATF建议对存在战略缺陷的司法管辖区争取防范应对措施,标准答案B正确。教材句卡v6x_00294、ch2s_00139和ch2s_00140均直接表明FATF对存在战略缺陷的司法管辖区的建议是采取应对措施（countermeasures），即'争取防范应对措施'。,学生可能将'增强尽职调查'误认为是对缺陷司法管辖区的建议，但尽职调查是应对措施的一种具体形式，而FATF的核心建议是采取应对措施。,False,
2.1_23,C,incorrect,False,none,,,ch2-plus-v6-except,金融行动特别工作组（FATF）对存在战略缺陷的司法管辖区的建议措施,将该司法管辖区列入联合国受制裁名单,FATF建议将该司法管辖区列入联合国受制裁名单,标准答案B为'争取防范应对措施'。选项C'将该司法管辖区列入联合国受制裁名单'在候选教材句卡中无直接证据支持。FATF有自己的名单机制（如高风险司法管辖区名单），但并未建议将存在战略缺陷的司法管辖区列入联合国受制裁名单。联合国制裁名单由联合国安理会决定，与FATF的建议无直接关联。,学生可能混淆FATF的名单机制与联合国制裁名单，误以为FATF会建议将缺陷司法管辖区列入联合国制裁名单。,False,
2.1_23,D,incorrect,False,indirect,,"v6x_00313,v6x_00314",ch2-plus-v6-except,金融行动特别工作组（FATF）对存在战略缺陷的司法管辖区的建议措施,制定行动计划，从而在没有金融行动特别工作组支持的情况下弥补这些缺陷,FATF建议存在战略缺陷的司法管辖区制定行动计划，从而在没有FATF支持的情况下弥补这些缺陷,标准答案B正确。选项D错误，因为教材句卡v6x_00313和v6x_00314明确表明FATF会与存在战略缺陷的司法管辖区共同制定行动计划，并提供支持，而非让其在没有FATF支持的情况下独自弥补缺陷。,学生可能误以为FATF只是指出缺陷后让司法管辖区自行整改，但实际上FATF会与司法管辖区合作制定行动计划并提供支持。,False,
2.1_24,A,incorrect,False,none,,,ch2-plus-v6-except,有组织犯罪集团使用空壳公司的目的与手法,空壳公司的价格一般比合法公司高，所以利润率更高,空壳公司的价格一般比合法公司高，因此使用空壳公司能获得更高的利润率,标准答案判定A为错误选项。候选教材句卡中没有任何关于空壳公司设立成本、价格与合法公司对比的论述，无法直接支撑或反驳该选项。根据教材常识，空壳公司通常没有实际重大资产或业务，其设立成本往往较低，而非价格更高。该选项的因果关系（价格高→利润率高）与空壳公司的基本特征不符。,学生可能误以为空壳公司因其隐蔽性和便利性而具有更高的市场价格，但实际上空壳公司常以低成本购买现成公司，其价值在于洗钱便利性而非高利润率。,False,
2.1_24,B,correct,True,direct,cep_00022,"ch2s_01739,ch2s_01762,ch2s_01761",ch2-plus-v6-except,有组织犯罪集团使用空壳公司的目的与手法,他们可以利用公司的银行账户与合法企业的账户进行套现存款,有组织犯罪集团利用空壳公司的银行账户与合法企业的账户进行套现存款,标准答案判定B为正确选项。教材句卡ch2s_01739明确指出空壳公司可用于制造非法资金来自合法渠道的认识，ch2s_01761和ch2s_01762提供了毒贩将资金存入空壳公司账户后贷给合法餐厅的具体案例，直接支撑有组织犯罪集团利用空壳公司银行账户与合法企业账户进行套现存款的论述。,学生可能将套现存款与一般性存款混淆，需注意这里的套现存款特指通过空壳公司账户将非法资金混入合法经济体系的洗钱整合阶段操作。,False,
2.1_24,C,correct,True,indirect,cep_00023,"ch2s_01748,ch2s_01434,ch2s_01726",ch2-plus-v6-except,有组织犯罪集团使用空壳公司的目的与手法,使用多个空壳公司可以使其更容易控制整个经济部门,使用多个空壳公司可以使有组织犯罪集团更容易控制整个经济部门,标准答案判定C为正确选项。候选教材句卡中虽无直接论述“使用多个空壳公司控制整个经济部门”的原文，但ch2s_01748、ch2s_01434和ch2s_01726等句卡从空壳公司隐藏所有权、有组织犯罪集团利用各行各业扩张、公司结构被滥用于隐匿所有权等角度，间接支撑了通过多个空壳公司形成复杂结构以渗透和控制经济部门的逻辑。,学生可能认为空壳公司仅用于单次洗钱交易，而忽略其可被有组织犯罪集团系统性用于行业渗透和经济控制的战略目的。,True,正确选项缺少直接教材句卡依据
2.1_24,D,incorrect,False,indirect,,"v6x_03336,v6x_03335",ch2-plus-v6-except,有组织犯罪集团使用空壳公司的目的与手法,空壳公司通常受到银行和其他金融服务提供商较轻的尽职调查要求,空壳公司通常受到银行和其他金融服务提供商较轻的尽职调查要求,标准答案判定D为错误选项。教材句卡v6x_03336和v6x_03335明确指出，对于高风险客户，金融机构须执行增强尽职调查，进行更深入的了解。空壳公司因其洗钱高风险特征，应受到更严格而非更轻的尽职调查要求。选项D的说法与教材规定的监管要求相反。,学生可能误以为空壳公司因表面合法而享受较轻审查，但实际上监管框架要求对空壳公司等高风险实体执行更严格的增强尽职调查。,False,
2.1_24,E,incorrect,False,indirect,,"ch2s_01731,ch2s_01732",ch2-plus-v6-except,有组织犯罪集团使用空壳公司的目的与手法,空壳公司不需要缴纳所得税和其他销售税，因为它们没有注册,空壳公司不需要缴纳所得税和其他销售税，因为它们没有注册,标准答案判定E为错误选项。教材句卡ch2s_01731明确指出犯罪集团通过合法途径注册和成立空壳公司，ch2s_01732也说明空壳公司是从专业机构购买的现成公司，均证明空壳公司是经过注册的法律实体。选项E声称空壳公司没有注册因此不需要纳税，与教材事实相悖。空壳公司作为注册实体，在法律上仍需履行纳税义务。,学生可能将空壳公司误解为完全非法的地下实体，实际上空壳公司通常通过合法注册程序成立，其非法性在于被用于洗钱目的，而非其法律地位本身。,False,
2.1_25,A,incorrect,False,none,,,ch2-plus-v6-except,FinCEN规定下初次可疑活动报告后的持续审查期限,30天,金融机构在提交初次可疑活动报告后，必须对该账户进行持续审查的时间为30天。,标准答案指出正确答案为90天，因此30天是错误的。但所有候选教材句卡均未提及FinCEN关于提交初次可疑活动报告后对账户进行持续审查的具体天数规定，无法直接证实或反驳30天这一期限。,学生可能将可疑活动报告提交时限与提交后的持续审查期限混淆。,False,
2.1_25,B,incorrect,False,none,,,ch2-plus-v6-except,FinCEN规定下初次可疑活动报告后的持续审查期限,60天,金融机构在提交初次可疑活动报告后，必须对该账户进行持续审查的时间为60天。,标准答案指出正确答案为90天，因此60天是错误的。但所有候选教材句卡均未提及FinCEN关于提交初次可疑活动报告后对账户进行持续审查的具体天数规定，无法直接证实或反驳60天这一期限。,学生可能将可疑活动报告提交时限与提交后的持续审查期限混淆。,False,
2.1_25,C,correct,True,none,,,ch2-plus-v6-except,FinCEN规定下初次可疑活动报告后的持续审查期限,90天,金融机构在提交初次可疑活动报告后，必须对该账户进行持续审查的时间为90天。,标准答案指出正确答案为90天。但所有候选教材句卡均未提及FinCEN关于提交初次可疑活动报告后对账户进行持续审查的具体天数规定，无法直接证实90天这一期限。,,True,正确选项缺少直接教材句卡依据
2.1_25,D,incorrect,False,none,,,ch2-plus-v6-except,FinCEN规定下初次可疑活动报告后的持续审查期限,120天,金融机构在提交初次可疑活动报告后，必须对该账户进行持续审查的时间为120天。,标准答案指出正确答案为90天，因此120天是错误的。但所有候选教材句卡均未提及FinCEN关于提交初次可疑活动报告后对账户进行持续审查的具体天数规定，无法直接证实或反驳120天这一期限。,学生可能将可疑活动报告提交时限与提交后的持续审查期限混淆。,False,
2.1_26,A,incorrect,False,indirect,,"v6x_02374,ch2s_00147",ch2-plus-v6-except,银行从业人员故意违反反洗钱法律法规所面临的个人监管风险类型,调查和名声受损,调查和名声受损是银行从业人员故意违反反洗钱法规所面临的监管风险,标准答案判定A为错误选项。教材中个人故意违反反洗钱法规的监管风险明确指向罚款、监禁等行政处罚或刑事处罚，而'调查和名声受损'中，'调查'是过程而非最终监管处罚，'名声受损'属于声誉风险。候选句卡v6x_02374直接指出个人故意违规面临'罚款和/或监禁'，间接排除了'名声受损'作为监管风险。ch2s_00147将声誉风险列为独立风险类别，进一步佐证'名声受损'不属于监管风险。但缺乏直接定义'监管风险'边界的句卡，证据为间接。,学生可能将'调查'视为监管行动的一部分，或混淆声誉风险与监管风险，误以为所有负面后果都属于监管风险。,False,
2.1_26,B,correct,True,direct,cep_00024,"v6x_02374,ch2s_00230,v6x_01596",ch2-plus-v6-except,银行从业人员故意违反反洗钱法律法规所面临的个人监管风险类型,罚款以及被行业质疑,罚款以及被行业质疑是银行从业人员故意违反反洗钱法律法规所面临的监管风险,标准答案判定B为正确选项。选项B'罚款以及被行业质疑'精准对应教材中个人故意违反反洗钱法规所面临的监管风险。v6x_02374直接指出个人可能受到'罚款'；ch2s_00230明确列出'暂停执业或禁止在受监管产业从事专业活动'，即'被行业质疑'的具体表现；v6x_01596进一步确认监管机构可对个人处以民事罚款。三张句卡形成直接证据链，完整覆盖选项B的两个要素。,学生可能误以为'被行业质疑'是声誉风险而非监管风险，但教材明确将'暂停执业或禁止从事专业活动'列为个人处罚，属于监管执法行动的直接后果。,False,
2.1_26,C,incorrect,False,indirect,,"v6x_02374,v6x_01633",ch2-plus-v6-except,银行从业人员故意违反反洗钱法律法规所面临的个人监管风险类型,刑事调查甚至入狱,刑事调查甚至入狱是银行从业人员故意违反反洗钱法律法规所面临的监管风险,标准答案判定C为错误选项。'刑事调查甚至入狱'属于刑事法律风险，而非监管风险。监管风险通常指监管机构实施的行政处罚（如罚款、行业禁入），而刑事调查和入狱是司法机关的刑事制裁。v6x_02374和v6x_01633均将'监禁'列为刑事处罚，与民事罚款等监管处罚并列，间接说明二者性质不同。但缺乏直接定义'监管风险'与'刑事风险'边界的句卡，证据为间接。,学生容易混淆'监管风险'与'法律风险'或'刑事风险'，误以为所有法律后果都属于监管风险。实际上监管风险特指监管机构（而非司法机关）采取的执法行动。,False,
2.1_26,D,incorrect,False,direct,,"v6x_01552,ch2s_00214",ch2-plus-v6-except,银行从业人员故意违反反洗钱法律法规所面临的个人监管风险类型,包括对所在金融机构罚款等一系列执法行动,包括对所在金融机构罚款等一系列执法行动是银行从业人员故意违反反洗钱法律法规所面临的监管风险,标准答案判定D为错误选项。题目问的是'银行从业人员'个人面临的监管风险，而选项D描述的是'对所在金融机构罚款'，这是机构面临的执法行动，不是从业人员个人直接面临的监管风险。v6x_01552和ch2s_00214均强调高管承担'个人责任'，明确区分了个人责任与机构责任，直接反驳选项D将机构罚款归为个人监管风险的说法。,学生可能认为机构被罚款也会间接影响从业人员（如影响奖金或职业发展），但题目明确问的是从业人员'故意违反'所面临的监管风险，应聚焦于个人直接承担的法律后果，而非机构层面的处罚。,False,
2.1_27,A,correct,True,direct,cep_00025,"v6x_03228,v6x_01559,v6x_00184",ch2-plus-v6-except,涉及“有意无视”和国际性犯罪因素时，何种活动可能引发可疑活动报告,交易所得可能导致洗钱犯罪指控的非法活动,交易所得可能导致洗钱犯罪指控的非法活动属于可能引发可疑活动报告的情形,选项A表述为“交易所得可能导致洗钱犯罪指控的非法活动”，标准答案判定为correct。教材句卡v6x_03228直接指出涉及特定非法活动的交易所得可引发洗钱指控，v6x_01559和v6x_00184则明确将清洗犯罪所得的交易列为必须提交可疑活动报告的情形。三者共同构成直接证据链，证明该选项所述内容属于可能引发可疑活动报告的合法或非法活动。,学生可能误以为只有已经定罪的非法活动才需要报告，实际上只要交易所得可能引发洗钱犯罪指控，即满足可疑活动报告的触发条件。,False,
2.1_27,B,incorrect,False,none,,,ch2-plus-v6-except,涉及“有意无视”和国际性犯罪因素时，何种活动可能引发可疑活动报告,可疑交易监测系统基础部分的一种介面,可疑交易监测系统基础部分的一种界面属于可能引发可疑活动报告的情形,选项B将“可疑交易监测系统基础部分的一种介面”描述为可能引发可疑活动报告的情形。标准答案判定为incorrect。候选教材句卡中没有任何句卡直接或间接支持“系统界面”本身构成触发可疑活动报告的实质条件。v6x_01377仅提及交易监测系统作为工具使用，无法支撑选项B的论断。证据不足，但基于标准答案判定该选项错误。,学生可能混淆“监测工具”与“触发条件”，误以为系统界面或技术组件本身属于可疑活动报告的情形，而实际上可疑活动报告触发条件是基于交易性质、客户行为等实质风险因素。,False,
2.1_27,C,incorrect,False,none,,,ch2-plus-v6-except,涉及“有意无视”和国际性犯罪因素时，何种活动可能引发可疑活动报告,一种特定的非法活动：藉由集中帐户欺骗来与该帐户并无直接关系的客户,一种特定的非法活动，即藉由集中账户欺骗来与该账户并无直接关系的客户，属于可能引发可疑活动报告的情形,选项C将“藉由集中帐户欺骗来与该帐户并无直接关系的客户”描述为一种特定的非法活动，并暗示其属于可能引发可疑活动报告的情形。标准答案判定为incorrect。候选教材句卡中没有任何句卡支持将可疑活动报告的触发条件限定为这一种特定非法活动类型。v6x_02912仅泛化说明洗钱定义涉及上游犯罪，不能作为直接证据。证据不足，但基于标准答案判定该选项错误。,学生可能误以为可疑活动报告只针对某一种特定非法活动，而实际上触发条件涵盖广泛的非法活动类型，并非仅限于集中账户欺诈。,False,
